seed,model,task_id,task_name,route_drift,latent_drift,output_drift
7,Mutualistic09_distill_only,2,4 vs 5,0.479884997010231,0.2136593610048294,0.0019016563974219025
7,Mutualistic09_distill_only,3,6 vs 7,0.013758785420577624,0.13613655045628548,6.294198692557984e-05
7,Mutualistic09_route_memory_only,0,0 vs 1,0.06089161289855838,0.37186529487371445,1.4851811975240707
7,Mutualistic09_route_memory_only,1,2 vs 3,0.004860087879933417,0.3357461169362068,1.2746750712394714
7,Mutualistic09_route_memory_only,2,4 vs 5,0.0182464262470603,0.2697635553777218,1.0018508732318878
7,Mutualistic09_route_memory_only,3,6 vs 7,0.03280022833496332,0.22295700386166573,0.3614458702504635
7,Mutualistic09_latent_only,0,0 vs 1,1.7825177609920502,0.001450835625291802,0.010020413843449205
7,Mutualistic09_latent_only,1,2 vs 3,1.7004463374614716,0.0022512473951792344,0.013863017840776592
7,Mutualistic09_latent_only,2,4 vs 5,0.8360489010810852,0.004430438595591113,0.001361530248686904
7,Mutualistic09_latent_only,3,6 vs 7,0.00023108525329007534,0.003287206287495792,0.0006367568712448701
7,Mutualistic09_route_plus_latent,0,0 vs 1,0.01455376239027828,0.0049587179673835635,0.019116919313091785
7,Mutualistic09_route_plus_latent,1,2 vs 3,0.004333298275014386,0.0034830333897843957,0.011226055328734219
7,Mutualistic09_route_plus_latent,2,4 vs 5,0.023052647477015853,0.0063733450951986015,0.0013677863717020955
7,Mutualistic09_route_plus_latent,3,6 vs 7,0.00587243645441049,0.004200089577352628,0.0005426142652140697
7,Mutualistic09_full_functional_memory,0,0 vs 1,0.004253745195455849,0.004955332027748227,0.0023948408888827544
7,Mutualistic09_full_functional_memory,1,2 vs 3,1.1420500783287935e-05,0.0015291013987734914,0.002805936870572623
7,Mutualistic09_full_functional_memory,2,4 vs 5,0.001305331129906051,0.0073004382429644465,0.00051485479434632
7,Mutualistic09_full_functional_memory,3,6 vs 7,0.0008550387342438626,0.003471788455499336,9.279073856305331e-05
8,Mutualistic09_distill_only,0,0 vs 1,0.007888384745456278,0.2863945998251438,0.004006431910966057
8,Mutualistic09_distill_only,1,2 vs 3,0.002243030263343826,0.20030364394187927,0.0010881842572416645
8,Mutualistic09_distill_only,2,4 vs 5,0.00014104953538662812,0.2462772112339735,0.0018460114324625465
8,Mutualistic09_distill_only,3,6 vs 7,2.8436028332023966e-07,0.1297483015805483,0.00012707669384326437
8,Mutualistic09_route_memory_only,0,0 vs 1,0.03548853937536478,0.30382415279746056,0.699508011341095
8,Mutualistic09_route_memory_only,1,2 vs 3,0.026414078543893993,0.3434058241546154,0.7928622514009476
8,Mutualistic09_route_memory_only,2,4 vs 5,0.005336756250471808,0.22013756446540356,0.7666640654206276
8,Mutualistic09_route_memory_only,3,6 vs 7,0.003178373941409518,0.21145301312208176,0.5281610004603863
8,Mutualistic09_latent_only,0,0 vs 1,0.10628864448517561,0.005019100848585367,0.00951742148026824
8,Mutualistic09_latent_only,1,2 vs 3,0.9173271432518959,0.0036163753538858145,0.020922226540278643
8,Mutualistic09_latent_only,2,4 vs 5,2.834324325817761e-05,0.0037688927550334483,0.0015170873757597292
8,Mutualistic09_latent_only,3,6 vs 7,3.731388247274481e-05,1.0245397163544112e-05,1.6162918967665973e-06
8,Mutualistic09_route_plus_latent,0,0 vs 1,0.018721628934144974,0.006903314497321844,0.008773701440077275
8,Mutualistic09_route_plus_latent,1,2 vs 3,0.030490043107420206,0.0038285935297608376,0.011665032216114923
8,Mutualistic09_route_plus_latent,2,4 vs 5,3.699843304616479e-06,0.004202856915071607,0.0026866288171731867
8,Mutualistic09_route_plus_latent,3,6 vs 7,0.0276429473888129,0.0005370065118768252,7.012341029621894e-05
8,Mutualistic09_full_functional_memory,0,0 vs 1,0.006222654017619789,0.004138261603657156,0.005146014125784859
8,Mutualistic09_full_functional_memory,1,2 vs 3,0.0021459470299305394,0.002177280141040683,0.00200462913926458
8,Mutualistic09_full_functional_memory,2,4 vs 5,5.3709227216813815e-06,0.003332150081405416,0.0016727815363992704
8,Mutualistic09_full_functional_memory,3,6 vs 7,2.231453101586567e-05,3.834611516140285e-05,1.0453280623323735e-06
9,Mutualistic09_distill_only,0,0 vs 1,0.0061173846770543605,0.3580390140414238,0.003198156802682206
9,Mutualistic09_distill_only,1,2 vs 3,0.00013178245490053087,0.4113399125635624,0.0007786357091390528
9,Mutualistic09_distill_only,2,4 vs 5,0.0042414421595822205,0.16616471856832504,0.001138131306561263
9,Mutualistic09_distill_only,3,6 vs 7,0.0013617137983601424,0.07324120588600636,9.400870476383716e-05
9,Mutualistic09_route_memory_only,0,0 vs 1,0.044790807412937284,0.2939615212380886,0.8112283647060394
9,Mutualistic09_route_memory_only,1,2 vs 3,0.051268355920910835,0.26490433141589165,1.1767536252737045
9,Mutualistic09_route_memory_only,2,4 vs 5,0.00533236061619391,0.172740725800395,0.2083930540829897
9,Mutualistic09_route_memory_only,3,6 vs 7,0.002969305936858291,0.17104192450642586,0.2909196466207504
9,Mutualistic09_latent_only,0,0 vs 1,0.45464157313108444,0.005288491287501529,0.01806976622901857
9,Mutualistic09_latent_only,1,2 vs 3,0.5813338756561279,0.0028926381783094257,0.012711564777418971
9,Mutualistic09_latent_only,2,4 vs 5,0.03586831479333341,0.004424500511959195,0.0022256000338529702
9,Mutualistic09_latent_only,3,6 vs 7,0.4091045930981636,0.0007742387751932256,0.0007513918699260103
9,Mutualistic09_route_plus_latent,0,0 vs 1,0.0179674809332937,0.00588048598729074,0.021341927931644022
9,Mutualistic09_route_plus_latent,1,2 vs 3,0.027006818912923336,0.0038732826214982197,0.009238055616151541
9,Mutualistic09_route_plus_latent,2,4 vs 5,0.0027324655095526396,0.006032405945006758,0.002046294877800392
9,Mutualistic09_route_plus_latent,3,6 vs 7,0.00095039507493766,0.0021329416194930673,0.0003815550235231058
9,Mutualistic09_full_functional_memory,0,0 vs 1,0.007092372979968786,0.004323085944633931,0.0031140444771153852
9,Mutualistic09_full_functional_memory,1,2 vs 3,0.0015320664970204234,0.00367766639101319,0.003453292782069184
9,Mutualistic09_full_functional_memory,2,4 vs 5,0.009321479796199128,0.00409145257435739,0.003424526172238984
9,Mutualistic09_full_functional_memory,3,6 vs 7,0.00039021686544060685,0.00010479930824658368,2.0117760186622036e-05
