seed,model,task_id,task_name,epoch,lambda_route_memory,lambda_distill,lambda_latent,lambda_entropy,task_loss,entropy,dominance,mutualism_violation,gain_mean,gain_min,route_memory_loss,distill_loss,latent_loss,alpha,total_loss
8,Mutualistic09_latent_only,0,0 vs 1,3,0.0,0.0,1.0,0.005,0.02676447683033791,0.18586977872442692,0.9483451513533897,0.00036158643978466144,0.06117995010015178,-0.001401955886010794,0.0,0.0,0.0,0.5,0.036745667061273087
8,Mutualistic09_latent_only,0,0 vs 1,14,0.0,0.0,1.0,0.005,0.007106190667477774,0.10291068644282665,0.9709462358596477,0.00010569312122784817,0.062153862383058096,-0.00027189735556021333,0.0,0.0,0.0,1.0,0.011771928578456665
8,Mutualistic09_latent_only,1,2 vs 3,0,0.0,0.0,1.0,0.005,0.17863651143109543,0.13199127631935667,0.9550817393242045,0.0005562092208376581,0.07536273469474722,-0.002321460779677046,0.0007062577996235787,0.14158775096949924,0.039972274554298914,0.0,0.2306516225984756
8,Mutualistic09_latent_only,1,2 vs 3,2,0.0,0.0,1.0,0.005,0.06875440232614254,0.1139416404544039,0.9634832232556445,0.00024206947807428188,0.09409796549601758,-0.0010839260797551337,0.0009456549605529484,0.02912851429960512,0.007879468884834267,0.0,0.08698683723490289
8,Mutualistic09_latent_only,1,2 vs 3,3,0.0,0.0,1.0,0.005,0.0616242869340993,0.1110574614177359,0.9638622162189889,0.000556376380298853,0.10421637120716115,-0.0025823336649448314,0.0010501079953409065,0.025873071385270105,0.006339122075587511,0.5,0.07724463083642594
8,Mutualistic09_latent_only,1,2 vs 3,14,0.0,0.0,1.0,0.005,0.0264666778570477,0.09286301123335007,0.9721999751760605,0.00018332405751573575,0.13128554218627037,-0.0008061968701634001,0.00566842091304468,0.02233074688689506,0.0038273755976177275,1.0,0.03478313265170189
8,Mutualistic09_latent_only,2,4 vs 5,0,0.0,0.0,1.0,0.005,0.10166929166843282,0.1387289969369452,0.9621249234422724,0.0005041283229729743,0.2702078612204245,-0.001788017062589209,0.0022603342460686382,0.10123420587018352,0.02834129234047686,0.0,0.14897910196413386
8,Mutualistic09_latent_only,2,4 vs 5,2,0.0,0.0,1.0,0.005,0.008162083872098555,0.04543666291902674,0.9902496819800519,4.301552884827926e-05,0.12660488787483662,-0.0001708689651035882,0.005692472112020775,0.030370425591443446,0.006731575077518504,0.0,0.02572908121696178
8,Mutualistic09_latent_only,2,4 vs 5,3,0.0,0.0,1.0,0.005,0.005536410318529035,0.03579694781690202,0.9931746454949074,2.064992334434213e-05,0.09147932634074638,-7.15599286350164e-05,0.010522558750148783,0.02018244602182444,0.003834045620912567,0.5,0.01868828233489965
8,Mutualistic09_latent_only,2,4 vs 5,14,0.0,0.0,1.0,0.005,0.0013828519508837069,0.008789890931245494,0.9987568956740359,2.189520579519167e-06,0.16612513965748726,-4.4831837666161516e-06,0.02237201565282142,0.00597231020219624,0.0008846113502860387,1.0,0.006242986857653298
8,Mutualistic09_latent_only,3,6 vs 7,0,0.0,0.0,1.0,0.005,0.10482635424333683,0.1210318289578278,0.9579088053804763,0.0031463957122004433,0.09802894583179372,-0.015403052474907104,0.01338847873217248,0.34656622798548653,0.044191025673074924,0.0,0.171352791104545
8,Mutualistic09_latent_only,3,6 vs 7,2,0.0,0.0,1.0,0.005,0.006994936793567019,0.00353798310227811,0.9994799456697829,4.209631685355023e-06,0.21503071043085545,-1.5862315813911723e-05,0.006881746641815977,0.02529246649368012,0.005644963137765831,0.0,0.025301438379794993
8,Mutualistic09_latent_only,3,6 vs 7,3,0.0,0.0,1.0,0.005,0.005170113436798466,0.0016252830800441826,0.9998261801739956,9.959722342742641e-07,0.22848451327770314,-3.241943789923445e-06,0.007760688186960018,0.017701118411694434,0.00297556628790149,0.5,0.01894673871550154
8,Mutualistic09_latent_only,3,6 vs 7,14,0.0,0.0,1.0,0.005,0.0014294920132515278,6.499432384635896e-05,0.9999950972009213,1.0339662289480812e-08,0.17527381124648642,-3.371585873847312e-08,0.01537982507192708,0.003607149939349991,0.0006230851236552476,1.0,0.006653803519587567
8,Mutualistic09_latent_only,4,8 vs 9,0,0.0,0.0,1.0,0.005,0.06969990741778562,0.031563434170242,0.9925735694296817,0.00017740440961112674,0.13501678839167383,-0.0006649054765225725,0.021813820671052375,0.05920585272223557,0.019478016680334397,0.0,0.10855466634669203
8,Mutualistic09_latent_only,4,8 vs 9,2,0.0,0.0,1.0,0.005,0.009054503512588586,0.005955113722209601,0.9991599042364891,1.381341230336012e-05,0.15238150668905137,-4.340237640637033e-05,0.03023422136902809,0.012963534907457675,0.005150640829208683,0.0,0.024686753908370402
