seed,model,after_task,task_id,task_name,host_0,host_1,host_2,host_3,host_4
0,Mutualistic09_route_memory_only,3,0,0 vs 1,0.47131168842315674,0.002227486576884985,0.5251153111457825,0.001244201441295445,0.00010132916941074654
0,Mutualistic09_route_memory_only,3,1,2 vs 3,0.0019995984621345997,0.025542939081788063,0.9720961451530457,0.0003365011652931571,2.487204437784385e-05
0,Mutualistic09_route_memory_only,3,2,4 vs 5,0.006804402451962233,0.49881115555763245,0.4942822754383087,8.59012725413777e-05,1.6244213838945143e-05
0,Mutualistic09_route_memory_only,3,3,6 vs 7,0.0020889367442578077,0.5001594424247742,0.49766725301742554,7.765396730974317e-05,6.652287538599921e-06
0,Mutualistic09_route_memory_only,4,0,0 vs 1,0.4746440052986145,0.0027661409694701433,0.5200904011726379,0.002315073972567916,0.0001844079524744302
0,Mutualistic09_route_memory_only,4,1,2 vs 3,0.0029054030310362577,0.021410036832094193,0.9749214053153992,0.0007116968045011163,5.1483595598256215e-05
0,Mutualistic09_route_memory_only,4,2,4 vs 5,0.012388861738145351,0.4927910566329956,0.4940335154533386,0.00069202552549541,9.454417886445299e-05
0,Mutualistic09_route_memory_only,4,3,6 vs 7,0.004074940457940102,0.49846702814102173,0.49708127975463867,0.00033365830313414335,4.3095405999338254e-05
0,Mutualistic09_route_memory_only,4,4,8 vs 9,0.0008000012603588402,0.5024418830871582,0.49666354060173035,9.186587703879923e-05,2.6898187570623122e-06
0,Mutualistic09_latent_only,0,0,0 vs 1,0.476205974817276,0.0008674341952428222,0.5172699093818665,0.005153543781489134,0.0005031290929764509
0,Mutualistic09_latent_only,1,0,0 vs 1,0.9917147159576416,0.0001809629611670971,0.0062321387231349945,0.001023741322569549,0.0008484495338052511
0,Mutualistic09_latent_only,1,1,2 vs 3,0.016107268631458282,0.03514958173036575,0.947449266910553,0.0012650403659790754,2.8819666113122366e-05
0,Mutualistic09_latent_only,2,0,0 vs 1,0.9960249662399292,0.0005219693412072957,0.003393877064809203,5.222007894190028e-05,7.009381988609675e-06
0,Mutualistic09_latent_only,2,1,2 vs 3,0.00688432902097702,2.6951012841891497e-05,0.9930832982063293,5.4060697038949e-06,1.1756036144561222e-08
0,Mutualistic09_latent_only,2,2,4 vs 5,0.5033118724822998,0.3071633577346802,0.18948544561862946,3.381595524842851e-05,5.533113835554104e-06
0,Mutualistic09_latent_only,3,0,0 vs 1,0.4823264181613922,0.0007374052656814456,0.34544429183006287,0.16992805898189545,0.0015638497425243258
0,Mutualistic09_latent_only,3,1,2 vs 3,1.7064805433619767e-05,1.1288915629847907e-05,0.9903767108917236,0.009591374546289444,3.6136573271505767e-06
0,Mutualistic09_latent_only,3,2,4 vs 5,0.304405152797699,0.32934489846229553,0.2510278820991516,0.1147613599896431,0.0004606896254699677
